Entrez_ID,Name,MCF7_OH_1,MCF7_OH_2,MCF7_OH_3,MCF7_TAMR_1,MCF7_TAMR_2,MCF7_TAMR_3
10495,ENOX2,290,155,240,182,199,244
10497,UNC13B,563,348,383,746,873,771
10498,CARM1,2176,1547,1959,1550,2369,2540
10499,NCOA2,145,144,124,177,186,143
10500,SEMA6C,8,11,5,3,6,7
10501,SEMA6B,439,415,469,112,219,221
10505,SEMA4F,137,105,124,63,154,125
10507,SEMA4D,257,183,173,154,223,205
10509,SEMA4B,904,714,825,487,839,902
10512,SEMA3C,369,456,346,600,654,635
10513,APPBP2,2472,2231,1839,3084,2906,2969
10514,MYBBP1A,1734,1245,1368,1041,1710,1634
10516,FBLN5,0,0,1,0,0,0
10517,FBXW10,1,2,1,2,2,3
10518,CIB2,2,0,4,2,2,0
10519,CIB1,2392,1452,2522,1451,2103,2450
10520,ZNF211,30,24,25,29,57,50
10521,DDX17,1711,1172,1239,1448,1629,1672
10522,DEAF1,406,315,452,283,406,503
10523,CHERP,782,516,480,452,623,640
10524,KAT5,1729,1105,1576,838,1166,1171
10525,HYOU1,6007,4082,4302,2915,4004,3655
10526,IPO8,215,222,283,382,438,452
10527,IPO7,698,637,636,1038,1173,1145
10528,NOP56,3619,1938,2758,1856,2171,2299
10529,NEBL,330,354,259,558,683,601
10531,PITRM1,3000,1682,2183,1246,1638,1728
10533,ATG7,1154,668,1104,839,1101,1195
10534,SSSCA1,879,575,949,404,628,755
10535,RNASEH2A,1450,895,1650,585,919,982
10536,LEPREL2,9,4,6,1,1,0
10537,UBD,0,0,0,0,0,0
10538,BATF,293,153,230,206,260,284
10539,GLRX3,1230,690,1019,832,983,997
10540,DCTN2,3470,2078,3450,1459,2109,2274
10541,ANP32B,4320,2493,2625,2338,2755,2719
10542,LAMTOR5,1396,736,968,531,631,560
10544,PROCR,117,79,139,25,35,32
10548,TM9SF1,1251,759,1073,730,911,965
10549,PRDX4,2172,1144,2066,1283,1748,1701
10550,ARL6IP5,568,365,553,709,680,735
10551,AGR2,2398,1156,1812,1877,1696,1851
10552,ARPC1A,3488,2091,2532,2133,2914,2833
10553,HTATIP2,677,332,447,454,470,451
10554,AGPAT1,792,666,818,622,899,1039
10555,AGPAT2,1043,692,1161,606,931,1073
10556,RPP30,324,201,263,217,242,254
10557,RPP38,238,128,166,135,190,211
10558,SPTLC1,556,361,540,405,409,467
10559,SLC35A1,178,126,76,229,183,157
10560,SLC19A2,384,197,231,299,190,177
10561,IFI44,0,0,0,0,0,0
10562,OLFM4,0,0,0,0,0,0
10563,CXCL13,0,0,0,0,0,0
10564,ARFGEF2,705,510,546,704,769,729
10565,ARFGEF1,197,246,143,312,333,331
10566,AKAP3,2,1,0,0,1,0
10567,RABAC1,714,453,693,488,727,834
10568,SLC34A2,1,0,0,6,5,3
10569,SLU7,153,171,151,223,256,223
10570,DPYSL4,13,13,22,1,2,0
10572,SIVA1,3006,1843,3021,1415,2028,2148
10573,MRPL28,4010,2546,4635,1830,2792,3199
10574,CCT7,10448,6448,8933,6203,8441,8208
10575,CCT4,4338,2446,2938,3325,3506,3417
10576,CCT2,6069,3458,5663,3904,3888,4929
10577,NPC2,721,394,574,372,481,444
10578,GNLY,0,0,0,0,0,0
10579,TACC2,311,247,249,286,478,384
10580,SORBS1,13,6,5,12,6,16
10581,IFITM2,1472,1052,1797,557,791,994
10584,COLEC10,0,0,0,0,0,0
10585,POMT1,562,397,530,402,556,623
10586,MAB21L2,0,0,0,0,0,0
10587,TXNRD2,628,353,571,315,495,503
10588,MTHFS,71,44,50,41,42,51
10589,DRAP1,2206,1406,2304,1057,1479,1665
10590,SCGN,0,0,0,0,0,0
10591,DNPH1,1017,695,1070,906,1280,1407
10592,SMC2,84,187,84,105,192,130
10594,PRPF8,8571,6112,7079,4926,7693,7239
10595,ERN2,81,51,95,35,51,57
10597,TRAPPC2P1,28,27,24,26,39,31
10598,AHSA1,3907,2506,3155,2138,2922,2744
10599,SLCO1B1,0,0,0,0,0,0
10600,USP16,80,121,42,126,132,93
10602,CDC42EP3,2,0,0,1,0,0
10603,SH2B2,26,20,26,13,29,43
10605,PAIP1,634,456,435,612,675,572
10606,PAICS,4054,2344,2610,3865,3787,3754
10607,TBL3,2750,1900,2875,1591,2527,2923
10608,MXD4,926,611,962,824,1221,1424
10609,LEPREL4,416,295,367,213,340,333
10610,ST6GALNAC2,227,155,253,136,210,175
10611,PDLIM5,380,260,290,204,239,227
10612,TRIM3,579,398,565,219,336,337
10613,ERLIN1,729,406,553,486,546,591
10614,HEXIM1,565,376,380,510,586,573
10615,SPAG5,1319,815,1094,543,748,671
10616,RBCK1,1112,720,1067,478,692,635
10617,STAMBP,692,407,529,436,508,499
10618,TGOLN2,2006,1277,1260,1628,1899,1713
10620,ARID3B,63,47,27,29,31,31
10621,POLR3F,120,80,49,111,96,86
10622,POLR3G,30,27,18,36,49,48
10623,POLR3C,910,606,877,452,556,542
10625,IVNS1ABP,681,462,599,824,956,990
10626,TRIM16,986,757,869,881,1445,1353
10627,MYL12A,7912,4863,7351,6754,7828,7960
10628,TXNIP,2346,1703,3278,997,2087,1351
10629,TAF6L,791,512,659,319,431,463
10630,PDPN,4,5,4,5,4,2
10631,POSTN,0,0,0,0,0,0
10632,ATP5L,6999,3894,6903,3512,4666,4651
10633,RASL10A,4,0,0,1,1,0
10634,GAS2L1,766,591,633,296,503,471
10635,RAD51AP1,101,77,32,65,84,50
10636,RGS14,26,30,40,11,22,21
10637,LEFTY1,0,1,2,1,0,4
10638,SPHAR,0,0,0,0,0,0
10640,EXOC5,94,163,64,188,196,165
10641,NPRL2,303,185,326,119,180,201
10642,IGF2BP1,17,17,22,15,26,17
10643,IGF2BP3,2,0,0,0,0,0
10644,IGF2BP2,128,100,100,214,268,294
10645,CAMKK2,1190,731,900,608,802,817
10647,SCGB1D2,0,0,0,0,0,0
10648,SCGB1D1,0,0,0,0,0,0
10650,SLMO1,77,40,53,56,94,75
10651,MTX2,314,187,208,189,190,204
10652,YKT6,2768,1660,2291,1687,2157,2164
10653,SPINT2,15396,8574,13453,10955,14586,15294
10654,PMVK,896,564,894,376,559,602
10655,DMRT2,16,16,14,4,7,11
10656,KHDRBS3,14,5,6,8,2,7
10657,KHDRBS1,2280,1531,1569,1766,1943,2081
10658,CELF1,1604,965,890,1403,1339,1372
10659,CELF2,0,0,0,0,1,0
10660,LBX1,0,0,0,0,0,0
10661,KLF1,0,1,1,0,0,2
10663,CXCR6,6,2,5,4,2,1
10664,CTCF,1952,1217,1370,1317,1422,1476
10665,C6orf10,0,0,1,0,0,0
10666,CD226,1,0,0,0,0,0
10667,FARS2,265,177,253,159,259,243
10668,CGRRF1,71,44,53,50,77,59
10669,CGREF1,339,223,317,197,341,345
10670,RRAGA,1054,666,890,757,982,940
10671,DCTN6,154,108,89,179,163,120
10672,GNA13,545,539,416,730,771,653
10673,TNFSF13B,0,0,0,0,0,0
10675,CSPG5,40,24,23,30,43,43
10677,AVIL,34,22,17,19,30,28
10678,B3GNT2,126,68,83,108,107,134
10681,GNB5,715,474,688,507,568,634
10682,EBP,2435,1376,2208,1188,1575,1730
10683,DLL3,0,0,0,0,0,0
10686,CLDN16,11,6,8,6,7,7
10687,PNMA2,32,26,34,30,41,22
10690,FUT9,17,19,12,88,97,79
10691,GMEB1,193,157,192,140,190,203
10692,RRH,0,0,0,1,0,0
10693,CCT6B,21,3,13,10,14,12
10694,CCT8,1695,1260,1615,1870,1775,1841
10695,CNPY3,1971,1208,1894,879,1294,1309
10699,CORIN,2,0,0,0,1,1
10712,FAM189B,475,340,419,282,454,467
10713,USP39,2143,1221,1766,1236,1528,1637
10714,POLD3,249,171,218,252,281,261
10715,CERS1,10,4,11,7,11,20
10716,TBR1,1,1,0,0,0,0
10717,AP4B1,1579,854,1207,759,936,880
10718,NRG3,2,2,3,4,5,5
10720,UGT2B11,0,0,0,0,0,0
10721,POLQ,68,108,40,83,80,67
10723,SLC12A7,495,389,378,323,528,486
10724,MGEA5,536,536,344,562,637,471
10725,NFAT5,167,138,76,296,253,205
10726,NUDC,3161,1981,2474,1639,2321,2340
10728,PTGES3,7672,4530,4974,4234,4487,4295
10730,YME1L1,836,789,798,1065,1112,1162
10732,TCFL5,742,406,624,735,873,910
10733,PLK4,44,85,33,75,94,48
10734,STAG3,94,51,77,45,80,56
10735,STAG2,204,317,144,349,429,304
10736,SIX2,20,5,16,10,30,17
10737,RFPL3S,0,0,1,0,0,0
10738,RFPL3,2,0,0,0,0,0
10739,RFPL2,1,0,0,0,0,1
10740,RFPL1S,33,19,27,24,34,36
10741,RBBP9,285,177,237,326,407,407
10742,RAI2,112,61,89,35,37,43
10743,RAI1,936,645,552,647,887,777
10744,PTTG2,0,0,1,0,0,0
10745,PHTF1,389,280,255,229,237,224
10746,MAP3K2,126,160,70,167,139,107
10747,MASP2,3,8,0,1,8,2
10748,KLRAP1,2,2,0,2,1,0
10749,KIF1C,3596,2181,2589,1789,2447,2340
10750,GRAP,1,0,0,4,2,0
10752,CHL1,0,0,0,0,0,0
10753,CAPN9,5,4,4,5,13,12
10755,GIPC1,2759,1697,2923,1543,2299,2515
10758,TRAF3IP2,1075,752,1007,756,1108,1099
10761,PLAC1,8,4,11,25,23,31
10762,NUP50,306,227,228,363,318,359
10763,NES,353,210,180,33,34,23
10765,KDM5B,1531,933,1098,1208,1366,1555
10766,TOB2,990,326,611,657,502,851
10767,HBS1L,173,158,153,215,249,239
10768,AHCYL1,1701,982,1247,1224,1464,1431
10769,PLK2,1492,1040,1290,2976,3271,3366
10771,ZMYND11,794,673,570,686,696,729
10772,SRSF10,616,478,374,621,717,561
10773,ZBTB6,26,38,16,39,41,32
10775,POP4,961,517,720,617,743,725
10776,ARPP19,1998,1657,1670,2411,2605,2514
10777,ARPP21,0,0,0,0,0,0
10778,ZNF271,82,74,65,118,143,116
10780,ZNF234,33,18,15,35,41,28
10781,ZNF266,81,62,53,67,77,62
10782,ZNF274,134,92,100,68,115,119
10783,NEK6,446,320,384,662,878,808
10785,WDR4,1227,626,977,701,878,1006
10786,SLC17A3,0,0,0,0,0,0
10787,NCKAP1,593,644,415,834,844,723
10788,IQGAP2,0,0,0,9,13,4
10791,VAMP5,107,53,105,68,87,109
10793,ZNF273,40,38,41,50,48,49
10794,ZNF460,20,19,28,23,24,24
10795,ZNF268,33,44,23,55,56,51
10797,MTHFD2,2159,1216,2807,1362,1387,1571
10798,OR5I1,0,0,0,0,0,0
10799,RPP40,207,103,97,143,133,94
10800,CYSLTR1,0,0,0,0,0,0
10801,Sep-09,7850,5044,6784,4899,7345,7596
10802,SEC24A,311,248,233,390,397,394
10803,CCR9,0,0,0,0,0,0
10804,GJB6,0,0,0,0,0,0
10806,SDCCAG8,18,20,19,22,30,26
10807,SDCCAG3,784,503,659,461,649,606
10808,HSPH1,1213,1232,1179,704,810,991
10809,STARD10,12666,7551,13727,7530,10666,12216
10810,WASF3,155,104,94,61,94,88
10811,NOXA1,42,53,35,34,61,34
10813,UTP14A,942,515,666,704,878,930
10814,CPLX2,2,0,1,0,0,1
10815,CPLX1,67,67,41,64,90,119
10816,SPINT3,0,0,0,0,0,0
10817,FRS3,21,13,21,13,30,23
10818,FRS2,220,213,141,150,170,146
10819,OR7E14P,151,88,187,116,171,202
10821,OR7E12P,48,37,56,16,25,25
10825,NEU3,174,85,115,93,125,113
10826,FAXDC2,21,12,12,9,24,27
10827,FAM114A2,67,41,52,72,111,106
10838,ZNF275,310,173,149,233,228,224
10840,ALDH1L1,1,0,4,2,1,1
10841,FTCD,1,0,0,0,0,1
10842,PPP1R17,0,0,0,0,0,0
10844,TUBGCP2,2951,1788,2707,1562,2197,2351
10845,CLPX,147,163,144,168,218,186
10846,PDE10A,8,6,12,0,0,0
10847,SRCAP,2307,1518,1326,1484,1917,1648
10848,PPP1R13L,597,464,613,248,404,502
10849,CD3EAP,1295,623,785,570,684,701
10850,CCL27,0,1,0,0,0,0
10855,HPSE,77,35,50,32,46,33
10856,RUVBL2,3839,2592,4519,1819,2902,3177
10857,PGRMC1,997,518,678,1162,1069,1242
10858,CYP46A1,0,0,2,2,2,1
10859,LILRB1,7,5,6,3,8,9
10861,SLC26A1,289,165,203,147,185,144
10863,ADAM28,1,0,0,0,0,0
10864,SLC22A7,0,0,0,0,0,0
10865,ARID5A,117,83,85,18,37,25
10866,HCP5,6,2,3,1,2,2
10867,TSPAN9,673,439,662,395,553,525
10868,USP20,512,322,384,260,412,445
10869,USP19,1243,766,1020,573,859,814
10870,HCST,0,1,1,3,1,2
10871,CD300C,4,0,1,0,1,0
10873,ME3,0,0,0,0,0,0
10874,NMU,21,11,21,0,0,0
10875,FGL2,5,2,1,5,3,1
10876,EDDM3A,0,0,0,0,0,0
10877,CFHR4,0,0,0,0,0,0
10878,CFHR3,0,0,0,1,0,1
10879,SMR3B,0,0,0,0,0,0
10880,ACTL7B,0,0,0,0,0,0
10881,ACTL7A,0,0,0,0,0,0
10882,C1QL1,11,14,26,8,13,22
10884,MRPS30,442,325,390,287,345,374
10885,WDR3,336,245,321,350,358,388
10886,NPFFR2,33,12,27,20,29,23
10887,PROKR1,0,0,0,0,0,0
10888,GPR83,13,8,5,3,7,4
10890,RAB10,998,647,752,873,826,883
10891,PPARGC1A,4,3,7,0,0,0
10892,MALT1,68,84,33,61,73,59
10893,MMP24,262,166,216,131,203,219
10894,LYVE1,0,0,0,0,0,0
10895,PPBPP2,0,0,0,0,0,0
10896,OCLM,0,1,0,1,1,0
10897,YIF1A,1422,923,1441,802,1176,1461
10898,CPSF4,782,474,642,411,603,639
10899,JTB,5039,2891,4243,2462,3012,3095
10900,RUNDC3A,15,14,21,3,5,7
10901,DHRS4,632,364,530,278,369,381
10902,BRD8,769,440,569,524,611,578
10903,MTMR11,104,95,81,79,107,95
10904,BLCAP,909,519,687,448,528,579
10905,MAN1A2,258,267,141,243,308,223
10906,TRAFD1,2355,1362,1757,1156,1450,1604
10907,TXNL4A,1649,931,1295,943,1172,1125
10908,PNPLA6,404,334,487,355,632,696
10910,SUGT1,143,101,111,173,163,158
10911,UTS2,5,11,7,17,10,10
10912,GADD45G,80,59,42,31,40,40
10913,EDAR,0,0,0,0,0,0
10914,PAPOLA,944,835,749,1109,1382,1157
10915,TCERG1,365,358,263,439,430,510
10916,MAGED2,3670,2519,3538,2010,2885,3143
10917,BTNL3,0,0,0,0,0,0
10919,EHMT2,2571,1821,2498,1102,1773,1875
10920,COPS8,522,308,462,332,380,375
10921,RNPS1,5011,3225,3465,2881,3894,3939
10922,FASTK,1551,995,1492,845,1216,1360
10923,SUB1,992,544,533,754,736,648
10924,SMPDL3A,28,34,32,63,68,72
10926,DBF4,105,122,93,122,154,148
10927,SPIN1,723,490,537,627,603,586
10928,RALBP1,1338,796,842,2411,2240,2256
10930,APOBEC2,0,2,0,0,0,1
10933,MORF4L1,4286,2683,4072,3541,3834,4239
10935,PRDX3,1516,1096,1022,1180,1186,1156
10936,GPR75,3,1,0,2,2,0
10938,EHD1,2527,1462,2012,1345,1779,2016
10939,AFG3L2,2401,1292,1503,2258,2372,2305
10940,POP1,472,243,239,367,344,460
10941,UGT2A1,0,3,1,0,1,0
10942,PRSS21,0,0,0,0,0,0
10943,MSL3,175,118,155,120,125,139
10944,C11orf58,811,575,549,900,840,749
10945,KDELR1,1736,1145,1890,771,1188,1384
10946,SF3A3,1796,1213,1773,1354,1624,1714
10947,AP3M2,268,135,202,189,221,216
10948,STARD3,506,339,485,379,551,553
10949,HNRNPA0,2034,1294,1279,2032,2346,2358
10950,BTG3,1,1,2,3,1,2
10951,CBX1,1721,1075,1119,1852,1763,1702
10952,SEC61B,1169,710,1021,630,800,820
10953,TOMM34,1014,613,883,348,524,545
10954,PDIA5,422,242,315,238,401,348
10955,SERINC3,870,523,646,676,700,710
10956,OS9,4817,2905,3693,2145,2850,2767
10957,PNRC1,136,70,119,202,271,290
10959,TMED2,3626,2025,2396,2670,2391,2374
10960,LMAN2,5537,3495,5624,2656,4074,4285
10961,ERP29,5309,3060,4873,2256,3171,3009
10962,MLLT11,84,47,57,35,35,32
10963,STIP1,8875,5518,8335,4895,6652,7345
10964,IFI44L,0,0,0,0,0,0
10965,ACOT2,277,180,254,127,182,183
10966,RAB40B,85,63,65,94,136,104
10969,EBNA1BP2,1913,1063,1667,1291,1629,1722
10970,CKAP4,1021,542,731,1160,1421,1599
10971,YWHAQ,4962,2954,3480,3492,3648,3503
10972,TMED10,3649,2187,2774,3078,3022,2997
10973,ASCC3,173,177,162,242,285,254
10974,ADIRF,142,81,175,54,89,89
10975,UQCR11,1232,705,1159,710,910,975
10978,CLP1,165,81,92,110,104,99
10979,FERMT2,101,96,74,176,154,162
10980,COPS6,2264,1367,2300,1154,1726,1760
10981,RAB32,70,39,76,22,35,24
10982,MAPRE2,40,35,39,39,32,33
10983,CCNI,2942,2026,2404,2242,3035,2932
10984,KCNQ1OT1,670,1032,344,743,1164,669
10985,GCN1L1,7620,5166,6085,3924,5807,5630
10987,COPS5,578,369,240,490,455,342
10988,METAP2,362,371,190,509,546,479
10989,IMMT,1713,1101,1576,1387,1613,1695
10990,LILRB5,1,0,0,0,0,0
10991,SLC38A3,31,29,38,9,16,21
10992,SF3B2,9250,5822,7824,4741,6679,6807
10993,SDS,0,1,0,0,0,0
10994,ILVBL,1335,894,1589,582,922,1028
10998,SLC27A5,258,149,273,177,250,259
10999,SLC27A4,1690,1160,1758,1008,1556,1756
11000,SLC27A3,939,584,937,250,435,449
11001,SLC27A2,75,44,63,125,114,119
11004,KIF2C,2370,1591,2412,1147,1611,1579
11005,SPINK5,0,0,0,0,0,0
11006,LILRB4,0,0,0,0,0,0
11007,CCDC85B,876,519,697,389,440,589
11009,IL24,41,35,60,0,0,3
11010,GLIPR1,48,52,23,61,51,51
11011,TLK2,799,592,577,897,917,822
11012,KLK11,0,1,0,0,1,0
11013,TMSB15A,10,8,4,0,3,1
11014,KDELR2,3798,1908,2651,2815,2997,3283
11015,KDELR3,154,105,156,57,79,80
11016,ATF7,589,334,374,253,241,264
11017,SNRNP27,343,208,226,221,282,234
11018,TMED1,911,568,848,512,677,726
11019,LIAS,117,69,81,81,95,95
11020,IFT27,286,218,314,173,292,276
11021,RAB35,2370,1456,1918,963,1224,1197
11022,TDRKH,429,281,391,376,578,569
11023,VAX1,0,0,0,0,1,0
11024,LILRA1,0,0,0,0,0,0
11025,LILRB3,0,1,0,0,2,0
11026,LILRA3,0,0,0,0,0,0
11027,LILRA2,0,0,0,0,0,0
11030,RBPMS,1651,1114,1722,642,945,1000
11031,RAB31,1380,887,1265,357,354,392
11033,ADAP1,856,525,840,474,701,818
11034,DSTN,7027,3755,5665,8170,8741,9786
11035,RIPK3,0,0,0,0,0,0
11036,GTF2A1L,0,0,0,0,0,0
11037,STON1,6,13,11,12,20,24
11039,SMA4,95,89,58,77,98,73
11040,PIM2,379,166,252,117,121,166
11041,B3GNT1,344,224,251,218,292,343
11042,SMA5,60,53,40,47,49,40
11043,MID2,590,427,433,656,714,615
11044,PAPD7,542,248,188,360,322,298
11045,UPK1A,3,5,5,0,4,2
11046,SLC35D2,177,110,121,101,136,104
11047,ADRM1,7760,4123,6052,3006,3896,4229
11051,NUDT21,1067,912,965,933,1138,1079
11052,CPSF6,877,546,655,663,695,709
11054,OGFR,1970,1292,1495,1207,1795,1840
11055,ZPBP,0,0,0,0,0,0
11056,DDX52,68,72,76,88,73,76
11057,ABHD2,992,685,847,783,991,913
11059,WWP1,372,390,284,504,525,459
11060,WWP2,2402,1539,2071,1415,1983,2077
11061,LECT1,0,0,0,0,0,0
11062,DUS4L,46,40,26,48,44,28
11063,SOX30,0,1,0,0,0,0
11064,CNTRL,23,44,11,15,27,20
11065,UBE2C,2565,1855,3238,698,1120,1240
11066,SNRNP35,324,229,292,177,232,276
11067,C10orf10,4,2,1,3,10,6
11068,CYB561D2,488,278,481,140,224,239
11069,RAPGEF4,15,10,12,2,2,1
11070,TMEM115,496,324,536,242,375,383
11072,DUSP14,460,228,323,204,262,275
11073,TOPBP1,233,353,204,304,339,298
11074,TRIM31,6,4,6,0,5,5
11075,STMN2,0,0,0,0,0,0
11076,TPPP,13,10,15,27,36,28
11077,HSF2BP,15,12,18,18,23,27
11078,TRIOBP,868,524,639,502,706,662
11079,RER1,1752,1013,1485,953,1283,1235
11080,DNAJB4,6,2,4,5,8,7
11081,KERA,0,0,0,0,0,0
11082,ESM1,0,0,0,0,0,0
11083,DIDO1,1846,1346,1577,1271,1696,1555
11085,ADAM30,0,0,0,0,0,0
11086,ADAM29,0,0,0,0,0,0
11091,WDR5,1938,1232,1461,1128,1526,1428
11092,C9orf9,40,20,37,32,44,54
11093,ADAMTS13,7,15,8,6,9,8
11094,CACFD1,484,339,506,339,504,543
11095,ADAMTS8,1,0,0,0,1,0
11096,ADAMTS5,0,0,0,0,0,0
11097,NUPL2,18,15,11,19,24,23
11098,PRSS23,373,156,260,241,190,215
11099,PTPN21,58,51,46,66,60,49
11100,HNRNPUL1,7439,5004,6006,4175,5884,5752
11101,ATE1,66,68,64,79,87,83
11102,RPP14,265,182,248,175,179,177
11103,KRR1,115,127,51,117,154,119
11104,KATNA1,106,80,97,82,116,126
11105,PRDM7,0,0,1,0,0,0
11107,PRDM5,4,4,4,3,9,0
11108,PRDM4,590,339,390,571,652,594
11112,HIBADH,455,279,345,507,513,494
11113,CIT,638,470,397,250,331,278
11116,FGFR1OP,15,9,18,13,14,13
11117,EMILIN1,30,23,30,17,31,18
11118,BTN3A2,50,22,30,39,46,35
11119,BTN3A1,4,6,7,12,12,11
11120,BTN2A1,171,115,139,141,150,166
11122,PTPRT,2,3,3,1,0,1
11123,RCAN3,61,38,47,73,95,90
11124,FAF1,852,513,560,517,695,589
11126,CD160,2,4,1,4,1,3
11127,KIF3A,93,68,57,96,128,101
11128,POLR3A,857,439,617,661,612,677
11129,CLASRP,418,330,317,229,411,341
11130,ZWINT,1334,813,981,741,810,722
11131,CAPN11,6,4,7,1,2,1
11132,CAPN10,234,172,156,127,156,150
11133,KPTN,242,143,177,76,123,141
11135,CDC42EP1,208,204,279,72,142,145
11136,SLC7A9,0,0,0,0,0,0
11137,PWP1,857,599,674,788,952,872
11138,TBC1D8,182,119,138,188,232,220
11140,CDC37,3713,2188,3005,1909,2576,2550
11141,IL1RAPL1,0,0,0,0,0,0
11142,PKIG,206,136,197,191,254,262
11143,KAT7,1116,676,1108,638,861,809
11144,DMC1,73,40,46,30,56,39
11145,PLA2G16,750,430,459,553,697,590
11146,GLMN,39,31,25,36,40,37
11147,HHLA3,157,108,171,82,153,180
11148,HHLA2,6,8,3,11,19,7
11149,BVES,24,16,9,23,18,20
11151,CORO1A,251,156,315,45,78,107
11152,WDR45,233,168,222,161,243,222
11153,FICD,48,37,37,30,26,38
11154,AP4S1,177,111,157,113,127,138
11155,LDB3,13,9,4,18,15,29
11156,PTP4A3,33,25,31,19,40,47
11157,LSM6,222,105,136,168,155,139
11158,RABL2B,234,147,202,159,231,218
11159,RABL2A,166,97,131,106,169,152
11160,ERLIN2,537,322,516,621,706,744
11161,C14orf1,1199,621,947,744,986,1056
11162,NUDT6,23,21,32,32,39,48
11163,NUDT4,852,601,760,2375,2864,2636
11164,NUDT5,1242,819,1413,817,974,1005
11165,NUDT3,70,38,43,68,60,57
11166,SOX21,0,0,1,1,2,0
11167,FSTL1,4,2,0,2,1,7
11168,PSIP1,214,276,176,301,443,354
11169,WDHD1,66,91,51,98,156,152
11170,FAM107A,0,0,1,0,0,0
11171,STRAP,1088,604,792,840,845,923
11172,INSL6,0,0,0,0,0,0
11173,ADAMTS7,2,0,1,2,2,0
11174,ADAMTS6,0,0,0,0,1,0
11176,BAZ2A,2413,1345,1561,979,1307,1200
11177,BAZ1A,182,222,100,260,231,254
11178,LZTS1,2,3,2,2,3,1
11179,ZNF277,25,25,19,34,62,38
11180,WDR6,5487,3856,4705,2585,3659,3526
11181,TREH,0,1,0,0,0,0
11182,SLC2A6,69,55,66,54,54,75
11183,MAP4K5,75,78,32,102,104,123
11184,MAP4K1,20,11,21,17,19,17
11185,INMT,42,27,41,32,45,28
11186,RASSF1,395,194,272,137,118,163
11187,PKP3,2434,1636,2234,1123,1571,1849
11188,NISCH,766,521,660,358,556,499
11189,CELF3,4,0,1,5,10,10
11190,CEP250,569,361,264,385,464,381
11191,PTENP1,84,66,68,126,113,96
11193,WBP4,90,105,85,51,55,52
11194,ABCB8,680,491,741,386,610,715
11196,SEC23IP,401,344,314,488,514,552
11197,WIF1,0,0,0,0,0,0
11198,SUPT16H,1350,1182,1146,1633,1556,1568
11199,ANXA10,0,0,0,0,0,0
11200,CHEK2,303,221,340,200,316,301
11201,POLI,65,59,26,76,121,82
11202,KLK8,0,0,0,0,0,0
11209,MST1P2,13,9,10,13,15,5
11211,FZD10,1,0,0,0,0,0
11212,PROSC,629,322,479,553,513,574
11213,IRAK3,29,16,34,16,30,44
11214,AKAP13,572,463,361,692,698,677
11215,AKAP11,268,316,128,217,194,183
11216,AKAP10,130,81,96,121,94,109
11217,AKAP2,0,0,0,0,0,0
11218,DDX20,257,130,100,131,128,142
11219,TREX2,3,2,4,5,2,2
11221,DUSP10,16,11,14,13,14,19
11222,MRPL3,1370,806,897,1310,1309,1302
11223,MST1L,9,6,3,2,9,0
11224,RPL35,10498,6384,13142,5686,8092,9742
11226,GALNT6,3978,2521,2996,1617,2107,1913
11227,GALNT5,0,0,0,0,0,0
11228,RASSF8,48,71,27,85,95,92
11230,PRAF2,245,202,368,155,265,297
11231,SEC63,400,463,311,459,522,546
11232,POLG2,77,47,61,87,65,88
11234,HPS5,233,165,192,192,199,202
11235,PDCD10,204,134,58,183,167,126
11236,RNF139,678,522,522,811,910,764
11237,RNF24,294,161,208,170,156,145
11238,CA5B,313,202,257,164,180,168
11240,PADI2,296,215,274,111,166,195
11243,PMF1,343,187,369,170,237,215
11244,ZHX1,82,108,56,137,168,111
11245,GPR176,38,28,30,4,16,14
11247,NXPH4,328,237,399,159,256,326
11248,NXPH3,56,56,76,9,19,12
11249,NXPH2,0,0,0,0,0,0
11250,GPR45,1,1,1,0,0,0
11251,PTGDR2,223,122,175,81,126,149
11252,PACSIN2,863,554,665,707,906,898
11253,MAN1B1,1680,1020,1658,996,1568,1563
11254,SLC6A14,180,158,131,69,68,67
11255,HRH3,5,1,1,0,0,2
11257,TP53TG1,236,130,209,168,216,210
11258,DCTN3,1096,654,1210,528,770,823
11259,FILIP1L,2,6,2,4,4,3
11260,XPOT,1417,1170,1231,1325,1280,1239
11261,CHP1,1184,642,746,779,971,901
11262,SP140,9,9,6,6,7,7
11264,PXMP4,934,569,703,904,1212,1133
11266,DUSP12,163,109,96,125,136,89
11267,SNF8,1691,980,1373,908,1233,1172
11269,DDX19B,1313,794,1089,829,1027,1118
11270,NRM,506,449,618,380,591,670
11272,PRR4,1,1,0,0,1,1
11273,ATXN2L,2754,2065,2389,1483,2252,2234
11274,USP18,179,125,163,88,129,146
11275,KLHL2,33,17,26,58,64,69
11276,SYNRG,271,190,209,247,297,271
11277,TREX1,2,4,0,2,0,1
11278,KLF12,12,17,10,7,10,5
11279,KLF8,20,18,17,13,21,14
11280,SCN11A,13,7,12,12,12,15
11281,POU6F2,0,0,0,0,0,0
11282,MGAT4B,2876,1902,2494,1874,2781,2988
11283,CYP4F8,1,1,2,0,5,3
11284,PNKP,576,400,655,259,386,361
11285,B4GALT7,471,278,409,306,365,412
11309,SLCO2B1,0,0,0,0,1,0
11311,VPS45,395,277,331,294,354,328
11313,LYPLA2,1313,950,1224,814,1176,1224
11314,CD300A,1,0,0,0,0,0
11315,PARK7,3718,2128,2671,2198,2823,2433
11316,COPE,1981,1253,2166,821,1129,1466
